instance family pattern-time pattern-isconnected pattern-meandistance pattern-maxdistance pattern-proportiondistancege2 pattern-proportiondistancege3 pattern-proportiondistancege4 target-time target-isconnected target-meandistance target-maxdistance target-proportiondistancege2 target-proportiondistancege3 target-proportiondistancege4
si6_m4D_m256.02 5 1 1 4.57172 11 0.959118 0.866077 0.70537 3 0 4.75472 11 0.600586 0.547363 0.454834
si6_m4D_m256.06 5 1 1 4.58755 11 0.959887 0.869067 0.710581 3 0 4.75472 11 0.600586 0.547363 0.454834
si2_b06m_m800.07 4 1 1 3.87634 6 0.971641 0.905312 0.695859 69 1 4.51434 8 0.991256 0.964181 0.850769
si2_b06m_m800.02 4 1 1 4.21077 6 0.970469 0.906172 0.752891 68 1 4.53219 8 0.991259 0.964475 0.853428
si2_b06m_m800.03 4 1 1 4.0941 6 0.970391 0.904141 0.740313 69 1 4.52915 8 0.991256 0.964225 0.85275
si2_b06m_m800.01 4 1 1 3.61706 5 0.969844 0.885469 0.606563 68 1 4.55274 8 0.991263 0.964934 0.856125
si2_b06m_m800.08 4 1 1 3.60951 5 0.971016 0.891094 0.611016 68 1 4.47812 8 0.991263 0.964091 0.847087
si2_b06m_m800.04 4 1 1 3.71824 5 0.970781 0.891406 0.642422 68 1 4.54383 8 0.991259 0.964488 0.853628
si2_b06m_m800.06 4 1 1 4.068 6 0.968906 0.895391 0.715938 68 1 4.57951 9 0.991259 0.965053 0.859153
si2_b06m_m800.09 4 1 1 3.66195 5 0.97 0.884219 0.623203 69 1 4.58971 8 0.991259 0.964681 0.857969
si2_b06m_m800.05 4 1 1 3.89575 6 0.970625 0.900078 0.695391 68 1 4.60278 8 0.991263 0.965037 0.860241
si2_b06m_m800.00 4 1 1 3.98608 6 0.969063 0.897969 0.703125 68 1 4.50258 8 0.991256 0.963991 0.849675
si4_b06m_m200.00 4 0 1 3.31203 5 0.935 0.80125 0.47625 3 1 3.74211 7 0.9652 0.87655 0.622
si4_b06m_m200.08 4 0 1 3.43766 6 0.935 0.792813 0.512188 3 1 3.71548 7 0.96505 0.87535 0.6151
si4_b06m_m200.05 4 0 1 3.44177 6 0.930937 0.79125 0.500625 3 1 3.70166 7 0.96505 0.875 0.61665
si4_b06m_m200.09 4 0 1 3.37437 6 0.933438 0.791875 0.48125 3 1 3.64296 7 0.965 0.86965 0.5918
si4_b06m_m200.01 4 0 1 3.38766 5 0.93125 0.809688 0.505313 2 1 3.68075 7 0.9651 0.8728 0.6039
si4_b06m_m200.07 4 0 1 3.21108 5 0.934063 0.79 0.44125 3 1 3.69015 7 0.96515 0.8739 0.60875
si4_b06m_m200.02 4 0 1 3.17816 5 0.93375 0.774375 0.4025 3 1 3.73166 7 0.96505 0.8737 0.61665
si4_b06m_m200.04 4 0 1 3.28734 5 0.933125 0.7875 0.449688 3 1 3.63905 6 0.965 0.8707 0.5941
si4_b06m_m200.06 4 0 1 3.51551 6 0.93375 0.787813 0.526563 3 1 3.72794 7 0.9651 0.87465 0.6144
si4_b06m_m200.03 4 0 1 3.34937 5 0.9375 0.805312 0.487812 3 1 3.67905 7 0.9651 0.8731 0.60735
si6_r001_m400.09 7 4 1 3.48563 7 0.974201 0.870174 0.522118 19 1 3.07497 6 0.977075 0.8255 0.261
si6_r001_m400.05 7 4 1 3.50404 7 0.974375 0.872569 0.530764 19 1 3.07035 5 0.977012 0.8251 0.25975
si6_r001_m400.00 7 4 1 3.40185 7 0.972778 0.857326 0.47309 18 1 3.08916 5 0.977087 0.826712 0.272662
si6_r001_m400.04 7 4 1 3.53365 7 0.974792 0.876181 0.542778 19 1 3.0839 6 0.977025 0.827825 0.268525
si6_r001_m400.07 7 4 1 3.4425 6 0.973472 0.864306 0.497188 19 1 3.0838 5 0.977012 0.827187 0.269163
si6_r001_m400.06 7 4 1 3.47092 7 0.973681 0.864931 0.505556 18 1 3.07163 5 0.977087 0.824863 0.260163
si6_r001_m400.02 7 4 1 3.45812 6 0.973819 0.867257 0.511424 18 1 3.0718 5 0.977025 0.825538 0.260713
si6_r001_m400.03 7 4 1 3.50384 7 0.97441 0.870868 0.525104 19 1 3.0746 5 0.977087 0.825875 0.2614
si6_r001_m400.08 7 4 1 3.61848 7 0.97566 0.885521 0.581424 18 1 3.07733 6 0.97695 0.8263 0.263625
si6_r001_m400.01 7 4 1 3.37744 6 0.972917 0.858507 0.473611 19 1 3.06799 5 0.976962 0.825213 0.257312
si6_m4D_m625.00 5 9 1 5.74866 14 0.981689 0.935396 0.843022 24 0 5.58394 14 0.429696 0.405811 0.361027
si6_m4D_m625.07 5 4 0 5.34275 15 0.240412 0.219577 0.188075 24 0 5.58394 14 0.429696 0.405811 0.361027
si6_m4D_m625.05 5 4 0 5.67853 16 0.31333 0.290759 0.25509 24 0 5.58394 14 0.429696 0.405811 0.361027
si6_m4D_m625.08 5 9 1 5.74866 14 0.981689 0.935396 0.843022 24 0 5.58394 14 0.429696 0.405811 0.361027
si6_m4D_m625.02 5 9 1 5.74866 14 0.981689 0.935396 0.843022 24 0 5.58394 14 0.429696 0.405811 0.361027
si6_m4D_m625.03 5 4 0 6.20908 18 0.326642 0.305166 0.272455 24 0 5.58394 14 0.429696 0.405811 0.361027
si6_m4D_m625.04 5 9 1 5.74866 14 0.981689 0.935396 0.843022 24 0 5.58394 14 0.429696 0.405811 0.361027
si6_m4D_m625.09 5 4 0 5.43278 14 0.306005 0.283364 0.24731 24 0 5.58394 14 0.429696 0.405811 0.361027
si6_m4D_m625.01 5 9 1 5.74866 14 0.981689 0.935396 0.843022 24 0 5.58394 14 0.429696 0.405811 0.361027
si6_m4D_m625.06 5 5 0 5.28338 15 0.328704 0.303943 0.263054 24 0 5.58394 14 0.429696 0.405811 0.361027
si6_b09m_m800.02 4 20 1 3.70291 6 0.983307 0.917439 0.643238 101 1 3.70782 6 0.987513 0.929775 0.654125
si6_b09m_m800.09 4 20 1 3.78752 6 0.983429 0.92033 0.66796 100 1 3.69986 6 0.987516 0.928919 0.649606
si6_b09m_m800.04 4 21 1 3.73288 6 0.982856 0.915095 0.651814 100 1 3.70101 6 0.987513 0.929294 0.651919
si6_b09m_m800.07 4 20 1 3.74155 6 0.983507 0.919106 0.653073 100 1 3.68413 6 0.987522 0.928741 0.646116
si6_b09m_m800.00 4 21 1 3.67182 6 0.983247 0.913342 0.627691 100 1 3.69658 6 0.987506 0.9292 0.65055
si6_b09m_m800.05 4 21 1 3.64703 6 0.983576 0.912014 0.613464 99 1 3.69484 6 0.987528 0.929188 0.6487
si6_b09m_m800.03 4 22 1 3.6893 6 0.982873 0.913507 0.636059 99 1 3.68958 6 0.987522 0.929453 0.649231
si6_b09m_m800.01 4 22 1 3.74882 6 0.983038 0.916606 0.654792 99 1 3.69731 6 0.987509 0.929731 0.651934
si6_b09m_m800.06 4 21 1 3.71771 6 0.98296 0.916155 0.645234 99 1 3.69724 6 0.987513 0.929322 0.650953
si6_b09m_m800.08 4 21 1 3.74927 6 0.983542 0.918064 0.653038 99 1 3.71799 6 0.987531 0.930122 0.658847
si4_m4Dr6_m1296.01 6 19 1 4.8752 8 0.989788 0.959474 0.871424 249 1 4.56608 8 0.99402 0.970755 0.876833
si4_m4Dr6_m1296.07 6 20 1 4.93762 9 0.989848 0.959981 0.877514 246 1 4.57921 8 0.994016 0.970867 0.878256
si4_m4Dr6_m1296.06 6 18 1 4.99908 9 0.989878 0.960466 0.878841 249 1 4.58791 8 0.994018 0.970954 0.879268
si4_m4Dr6_m1296.02 6 20 1 4.81675 8 0.989282 0.955964 0.85923 249 1 4.5852 8 0.99402 0.970918 0.878598
si4_m4Dr6_m1296.08 6 18 1 4.94473 8 0.990057 0.960712 0.877089 249 1 4.59109 8 0.994021 0.97088 0.878292
si4_m4Dr6_m1296.03 6 21 1 4.71925 8 0.989021 0.954443 0.850889 247 1 4.5972 8 0.994018 0.970958 0.879526
si4_m4Dr6_m1296.00 6 20 1 4.88139 8 0.989647 0.959199 0.871506 251 1 4.59004 9 0.994019 0.970778 0.877351
si4_m4Dr6_m1296.09 6 19 1 4.92897 8 0.989863 0.959743 0.874264 248 1 4.58362 8 0.994019 0.970833 0.877765
si4_m4Dr6_m1296.05 6 20 1 4.88427 8 0.989461 0.957566 0.867414 248 1 4.59373 8 0.994021 0.970951 0.879183
si4_m4Dr6_m1296.04 6 20 1 4.77446 8 0.989229 0.956083 0.858253 246 1 4.59242 8 0.994019 0.970915 0.878635
si2_b06_m400.09 3 0 1 9.33892 27 0.914375 0.844063 0.776563 13 1 33.7519 67 0.9825 0.9675 0.9525
si2_b06_m400.02 3 0 1 9.33892 27 0.914375 0.844063 0.776563 13 1 33.7519 67 0.9825 0.9675 0.9525
si2_b06_m400.00 3 0 1 9.33892 27 0.914375 0.844063 0.776563 13 1 33.7519 67 0.9825 0.9675 0.9525
si2_b06_m400.03 3 0 1 9.33892 27 0.914375 0.844063 0.776563 13 1 33.7519 67 0.9825 0.9675 0.9525
si2_b06_m400.07 3 0 1 9.33892 27 0.914375 0.844063 0.776563 13 1 33.7519 67 0.9825 0.9675 0.9525
si2_b06_m400.04 3 0 1 9.33892 27 0.914375 0.844063 0.776563 13 1 33.7519 67 0.9825 0.9675 0.9525
si2_b06_m400.05 3 0 1 9.33892 27 0.914375 0.844063 0.776563 13 1 33.7519 67 0.9825 0.9675 0.9525
si2_b06_m400.01 3 0 1 9.33892 27 0.914375 0.844063 0.776563 13 1 33.7519 67 0.9825 0.9675 0.9525
si2_b06_m400.08 3 0 1 9.33892 27 0.914375 0.844063 0.776563 13 1 33.7519 67 0.9825 0.9675 0.9525
si2_b06_m400.06 3 0 1 9.33892 27 0.914375 0.844063 0.776563 13 1 33.7519 67 0.9825 0.9675 0.9525
si4_r01_m200.01 7 0 1 1.84146 3 0.795625 0.0353125 0 10 1 1.8106 3 0.8061 0.00045 0
si4_r01_m200.08 7 0 1 1.88576 3 0.809375 0.0653125 0 10 1 1.81 3 0.80555 0.0004 0
si4_r01_m200.03 7 0 1 1.86962 3 0.805 0.05375 0 10 1 1.81075 3 0.8061 0.0006 0
si4_r01_m200.04 7 0 1 1.86234 3 0.80375 0.0478125 0 10 1 1.8091 3 0.8045 0.00055 0
si4_r01_m200.07 7 0 1 1.85696 3 0.798125 0.048125 0 10 1 1.8108 3 0.80635 0.0004 0
si4_r01_m200.02 7 0 1 1.86171 3 0.80625 0.0446875 0 10 1 1.81095 3 0.8061 0.0008 0
si4_r01_m200.05 7 0 1 1.82911 3 0.79 0.02875 0 10 1 1.81035 3 0.80595 0.00035 0
si4_r01_m200.06 7 0 1 1.84019 3 0.795 0.0346875 0 10 1 1.81035 3 0.8057 0.0006 0
si4_r01_m200.00 7 0 1 1.85759 3 0.802188 0.0446875 0 10 1 1.8095 3 0.80475 0.0007 0
si4_r01_m200.09 7 0 1 1.84873 3 0.797188 0.0409375 0 10 1 1.80955 3 0.80515 0.00035 0
si2_r001_m400.06 7 0 1 4.3557 10 0.951875 0.870938 0.709375 19 1 3.07702 5 0.977038 0.825913 0.264962
si2_r001_m400.08 7 0 1 3.93196 8 0.94875 0.846875 0.63375 19 1 3.07609 5 0.977062 0.826838 0.2642
si2_r001_m400.09 7 0 1 4.15158 9 0.952187 0.860625 0.6625 19 1 3.08138 6 0.977125 0.827113 0.267163
si2_r001_m400.01 7 0 1 4.00253 8 0.950625 0.847187 0.63375 18 1 3.06729 5 0.976988 0.8249 0.256375
si2_r001_m400.03 7 0 1 3.94968 8 0.949375 0.844688 0.61875 19 1 3.07711 6 0.977125 0.82545 0.264263
si2_r001_m400.04 7 0 1 4.47658 10 0.952812 0.873125 0.720313 18 1 3.06905 5 0.977 0.826 0.25795
si2_r001_m400.05 7 0 1 4.25411 10 0.952812 0.866875 0.690312 19 1 3.07758 5 0.977 0.8265 0.2644
si2_r001_m400.02 7 0 1 4.01013 9 0.953125 0.858437 0.643437 19 1 3.07605 5 0.97705 0.825937 0.263688
si2_r001_m400.00 7 0 1 3.83323 10 0.948125 0.833438 0.588437 19 1 3.08132 5 0.977113 0.827412 0.267813
si2_r001_m400.07 7 0 1 4.07152 9 0.952187 0.8575 0.652188 19 1 3.07779 6 0.977 0.825562 0.265387
si4_b03m_m800.03 4 4 1 5.58746 9 0.988828 0.956074 0.892871 49 1 7.1487 16 0.995003 0.984619 0.960447
si4_b03m_m800.05 4 4 1 5.59158 8 0.988945 0.961055 0.898594 48 1 6.96511 16 0.995003 0.9851 0.961081
si4_b03m_m800.06 4 4 1 6.35131 10 0.98916 0.964316 0.923008 48 1 7.21101 15 0.995006 0.985522 0.96355
si4_b03m_m800.01 4 4 1 5.84837 10 0.988789 0.960215 0.905898 48 0 7.14039 18 0.992503 0.982859 0.960416
si4_b03m_m800.08 4 4 1 5.66373 9 0.988984 0.958809 0.900156 48 0 7.16139 17 0.990012 0.980025 0.957047
si4_b03m_m800.09 4 4 1 5.50927 8 0.988965 0.961074 0.898301 48 1 7.11223 15 0.995 0.985187 0.961331
si4_b03m_m800.00 4 4 1 6.17451 10 0.988926 0.965586 0.917227 48 0 7.35871 17 0.987525 0.978056 0.956081
si4_b03m_m800.02 4 4 1 5.8031 9 0.988945 0.964961 0.909023 48 1 7.23568 17 0.995006 0.985491 0.962947
si4_b03m_m800.07 4 4 1 5.69067 10 0.988711 0.961484 0.901777 48 0 7.28072 18 0.990009 0.980266 0.957434
si4_b03m_m800.04 4 4 1 5.40202 8 0.989062 0.960527 0.89793 47 0 7.10394 17 0.992506 0.982603 0.958791
si2_r01_m200.03 7 0 1 2.03205 4 0.79875 0.20625 0.00125 10 1 1.81045 3 0.8056 0.0008 0
si2_r01_m200.00 7 0 1 2.07821 4 0.80375 0.2425 0.005 10 1 1.80975 3 0.80525 0.00045 0
si2_r01_m200.05 7 0 1 1.95256 3 0.77625 0.1525 0 10 1 1.80975 3 0.80555 0.00015 0
si2_r01_m200.01 7 0 1 1.95769 3 0.77375 0.16 0 10 1 1.81146 3 0.80665 0.00075 0
si2_r01_m200.08 7 0 1 1.97051 3 0.77875 0.1675 0 10 1 1.81 3 0.80555 0.0004 0
si2_r01_m200.06 7 0 1 1.97308 3 0.78375 0.165 0 10 1 1.8107 3 0.806 0.00065 0
si2_r01_m200.09 7 0 1 1.92692 3 0.77125 0.1325 0 10 1 1.81141 3 0.8068 0.00055 0
si2_r01_m200.02 7 0 1 1.9859 4 0.7825 0.1775 0.00125 10 1 1.80935 3 0.8051 0.0002 0
si2_r01_m200.07 7 0 1 1.97436 4 0.78 0.16875 0.00125 10 1 1.81005 3 0.8053 0.0007 0
si2_r01_m200.04 7 0 1 2.04615 4 0.79625 0.2225 0.00125 10 1 1.8103 3 0.80575 0.0005 0
si2_r01_m400.04 7 0 1 1.84778 3 0.798125 0.0390625 0 73 1 1.80991 2 0.807887 0 0
si2_r01_m400.00 7 0 1 1.84747 3 0.795937 0.0409375 0 72 1 1.81033 2 0.8083 0 0
si2_r01_m400.07 7 0 1 1.87057 3 0.806562 0.053125 0 73 1 1.81014 2 0.808113 0 0
si2_r01_m400.09 7 0 1 1.83671 3 0.797813 0.0284375 0 72 1 1.80996 2 0.807937 0 0
si2_r01_m400.01 7 0 1 1.85411 3 0.798438 0.045 0 72 1 1.80967 2 0.80765 0 0
si2_r01_m400.03 7 0 1 1.83323 3 0.790625 0.0321875 0 71 1 1.80961 2 0.807588 0 0
si2_r01_m400.02 7 0 1 1.87057 3 0.807813 0.051875 0 72 1 1.80997 2 0.80795 0 0
si2_r01_m400.05 7 0 1 1.85759 3 0.800312 0.0465625 0 72 1 1.81023 2 0.8082 0 0
si2_r01_m400.06 7 0 1 1.88006 3 0.809688 0.059375 0 72 1 1.81048 2 0.80845 0 0
si2_r01_m400.08 7 0 1 1.84968 3 0.796562 0.0425 0 72 1 1.80994 2 0.807913 0 0
si4_m4D_m625.09 5 3 1 5.26882 13 0.974688 0.912448 0.797056 24 0 5.58394 14 0.429696 0.405811 0.361027
si4_m4D_m625.03 5 4 1 5.35614 13 0.974688 0.913472 0.800192 24 0 5.58394 14 0.429696 0.405811 0.361027
si4_m4D_m625.07 5 2 0 5.43454 17 0.34368 0.313536 0.267712 25 0 5.58394 14 0.429696 0.405811 0.361027
si4_m4D_m625.02 5 1 0 4.76567 12 0.250272 0.224864 0.185824 24 0 5.58394 14 0.429696 0.405811 0.361027
si4_m4D_m625.00 5 4 1 5.21918 13 0.974336 0.91104 0.791392 24 0 5.58394 14 0.429696 0.405811 0.361027
si4_m4D_m625.01 5 2 0 4.93395 12 0.307296 0.276928 0.2304 24 0 5.58394 14 0.429696 0.405811 0.361027
si4_m4D_m625.04 5 3 1 5.09963 10 0.97456 0.910432 0.789056 24 0 5.58394 14 0.429696 0.405811 0.361027
si4_m4D_m625.06 5 4 1 5.17516 12 0.974368 0.91024 0.789792 24 0 5.58394 14 0.429696 0.405811 0.361027
si4_m4D_m625.08 5 1 0 4.71333 12 0.268768 0.239584 0.196576 24 0 5.58394 14 0.429696 0.405811 0.361027
si4_m4D_m625.05 5 4 1 5.24386 14 0.974368 0.911648 0.793536 24 0 5.58394 14 0.429696 0.405811 0.361027
si6_m4Dr6_m256.05 6 1 1 3.90394 8 0.964501 0.8677 0.643769 5 1 3.54467 6 0.970947 0.86911 0.56311
si6_m4Dr6_m256.04 6 1 1 3.55065 6 0.960571 0.841557 0.549959 5 1 3.56437 6 0.971008 0.869751 0.565063
si6_m4Dr6_m256.03 6 1 1 3.47162 6 0.960314 0.835149 0.517237 5 1 3.55484 6 0.970978 0.868713 0.559479
si6_m4Dr6_m256.02 6 1 1 3.57233 7 0.960058 0.841813 0.552352 5 1 3.52555 6 0.970917 0.868286 0.553741
si6_m4Dr6_m256.08 6 1 1 3.67355 7 0.962536 0.851297 0.58328 5 1 3.57031 6 0.970978 0.870056 0.570404
si6_m4Dr6_m256.00 6 1 1 3.68215 7 0.962707 0.856252 0.593618 5 1 3.55999 6 0.970947 0.868683 0.564606
si6_m4Dr6_m256.09 6 1 1 3.59503 7 0.960571 0.845572 0.560639 5 1 3.58358 7 0.970978 0.870453 0.573608
si6_m4Dr6_m256.07 6 1 1 3.48572 6 0.959802 0.835576 0.519971 5 1 3.5299 6 0.970947 0.867889 0.552307
si6_m4Dr6_m256.06 6 1 1 3.50834 7 0.960144 0.836772 0.530651 5 1 3.57555 6 0.970947 0.868774 0.568512
si6_m4Dr6_m256.01 6 1 1 3.54997 7 0.960656 0.837712 0.538255 5 1 3.56299 6 0.971008 0.869049 0.565674
si6_b09_m400.07 3 3 1 10.9379 31 0.959167 0.895417 0.833472 16 1 13.406 26 0.975 0.935 0.895
si6_b09_m400.03 3 3 1 10.9379 31 0.959167 0.895417 0.833472 16 1 13.406 26 0.975 0.935 0.895
si6_b09_m400.04 3 3 1 10.9319 31 0.959132 0.895208 0.833264 16 1 13.406 26 0.975 0.935 0.895
si6_b09_m400.06 3 3 1 10.9379 31 0.959167 0.895417 0.833472 16 1 13.406 26 0.975 0.935 0.895
si6_b09_m400.05 3 3 1 10.9229 31 0.959063 0.894896 0.832951 16 1 13.406 26 0.975 0.935 0.895
si6_b09_m400.09 3 3 1 10.9379 31 0.959167 0.895417 0.833472 16 1 13.406 26 0.975 0.935 0.895
si6_b09_m400.02 3 3 1 10.9319 31 0.959132 0.895208 0.833264 16 1 13.406 26 0.975 0.935 0.895
si6_b09_m400.01 3 3 1 10.9319 31 0.959132 0.895208 0.833264 16 1 13.406 26 0.975 0.935 0.895
si6_b09_m400.08 3 3 1 10.9379 31 0.959167 0.895417 0.833472 16 1 13.406 26 0.975 0.935 0.895
si6_b09_m400.00 3 3 1 10.9319 31 0.959132 0.895208 0.833264 16 1 13.406 26 0.975 0.935 0.895
si6_b06_m400.03 3 2 1 27.113 80 0.971042 0.946562 0.922396 13 1 33.7519 67 0.9825 0.9675 0.9525
si6_b06_m400.08 3 2 1 27.113 80 0.971042 0.946562 0.922396 13 1 33.7519 67 0.9825 0.9675 0.9525
si6_b06_m400.07 3 2 1 27.113 80 0.971042 0.946562 0.922396 12 1 33.7519 67 0.9825 0.9675 0.9525
si6_b06_m400.04 3 2 1 27.113 80 0.971042 0.946562 0.922396 13 1 33.7519 67 0.9825 0.9675 0.9525
si6_b06_m400.05 3 2 1 27.113 80 0.971042 0.946562 0.922396 13 1 33.7519 67 0.9825 0.9675 0.9525
si6_b06_m400.06 3 2 1 27.113 80 0.971042 0.946562 0.922396 13 1 33.7519 67 0.9825 0.9675 0.9525
si6_b06_m400.02 3 2 1 27.113 80 0.971042 0.946562 0.922396 13 1 33.7519 67 0.9825 0.9675 0.9525
si6_b06_m400.01 3 2 1 27.113 80 0.971042 0.946562 0.922396 13 1 33.7519 67 0.9825 0.9675 0.9525
si6_b06_m400.00 3 2 1 27.113 80 0.971042 0.946562 0.922396 13 1 33.7519 67 0.9825 0.9675 0.9525
si6_b06_m400.09 3 2 1 27.113 80 0.971042 0.946562 0.922396 13 1 33.7519 67 0.9825 0.9675 0.9525
si6_b03m_m200.04 4 0 1 5.06919 10 0.969444 0.914722 0.806667 2 1 5.88322 12 0.98 0.94675 0.88245
si6_b03m_m200.07 4 0 1 5.07829 9 0.969167 0.916806 0.818194 2 1 5.94352 13 0.98 0.948 0.8852
si6_b03m_m200.08 4 0 1 5.03277 10 0.969583 0.914722 0.799861 2 1 5.83106 12 0.98 0.94675 0.8799
si6_b03m_m200.02 4 0 1 4.94468 8 0.969583 0.914583 0.809722 2 1 5.75623 12 0.98 0.9471 0.8807
si6_b03m_m200.03 4 0 1 4.99594 8 0.970139 0.914306 0.812639 2 0 5.72641 13 0.97005 0.9362 0.8693
si6_b03m_m200.06 4 0 1 4.52815 7 0.969444 0.913889 0.781528 2 1 5.59523 12 0.98 0.94685 0.87495
si6_b03m_m200.01 4 0 1 5.04748 9 0.969444 0.915556 0.812778 2 1 5.92327 13 0.98 0.9464 0.88195
si6_b03m_m200.09 4 0 1 4.82787 8 0.97 0.914167 0.800833 2 1 5.75613 12 0.98 0.9459 0.87635
si6_b03m_m200.00 4 0 1 4.75028 7 0.970278 0.918333 0.804167 2 0 5.823 11 0.97005 0.93755 0.8713
si6_b03m_m200.05 4 0 1 5.14034 10 0.968194 0.916944 0.818194 2 1 6.01472 13 0.98 0.9488 0.8886
si4_b06_m800.04 3 4 1 36.0014 107 0.978242 0.959785 0.941504 77 1 67.0839 134 0.99125 0.98375 0.97625
si4_b06_m800.00 3 4 1 36.0014 107 0.978242 0.959785 0.941504 77 1 67.0839 134 0.99125 0.98375 0.97625
si4_b06_m800.08 3 4 1 36.0014 107 0.978242 0.959785 0.941504 77 1 67.0839 134 0.99125 0.98375 0.97625
si4_b06_m800.05 3 4 1 36.0014 107 0.978242 0.959785 0.941504 78 1 67.0839 134 0.99125 0.98375 0.97625
si4_b06_m800.03 3 4 1 36.0014 107 0.978242 0.959785 0.941504 77 1 67.0839 134 0.99125 0.98375 0.97625
si4_b06_m800.06 3 4 1 36.0014 107 0.978242 0.959785 0.941504 78 1 67.0839 134 0.99125 0.98375 0.97625
si4_b06_m800.07 3 4 1 36.0014 107 0.978242 0.959785 0.941504 78 1 67.0839 134 0.99125 0.98375 0.97625
si4_b06_m800.01 3 4 1 36.0014 107 0.978242 0.959785 0.941504 78 1 67.0839 134 0.99125 0.98375 0.97625
si4_b06_m800.02 3 4 1 36.0014 107 0.978242 0.959785 0.941504 78 1 67.0839 134 0.99125 0.98375 0.97625
si4_b06_m800.09 3 4 1 36.0014 107 0.978242 0.959785 0.941504 78 1 67.0839 134 0.99125 0.98375 0.97625
si6_b09m_m200.07 4 1 1 2.89062 5 0.934028 0.711806 0.226667 3 1 2.97789 5 0.9502 0.7561 0.25585
si6_b09m_m200.06 4 1 1 2.96639 5 0.93625 0.732361 0.275556 4 1 2.95543 5 0.9502 0.75145 0.24065
si6_b09m_m200.01 4 1 1 2.97507 5 0.936806 0.736667 0.275278 3 1 2.95286 5 0.9502 0.75215 0.23685
si6_b09m_m200.08 4 1 1 3.1451 6 0.937361 0.759444 0.366806 3 1 2.96226 5 0.95025 0.7556 0.2403
si6_b09m_m200.00 4 1 1 2.93207 5 0.935417 0.724167 0.249861 4 1 2.96824 5 0.95015 0.75485 0.24975
si6_b09m_m200.09 4 0 1 3.02549 5 0.938472 0.748056 0.307222 4 1 2.94759 5 0.95015 0.752 0.2328
si6_b09m_m200.02 4 1 1 2.91359 5 0.936944 0.717361 0.240417 3 1 2.9802 5 0.9503 0.75465 0.2586
si6_b09m_m200.05 4 1 1 3.01176 5 0.937361 0.745 0.303333 3 1 2.94161 5 0.9501 0.74865 0.2293
si6_b09m_m200.03 4 1 1 2.98908 5 0.935972 0.734306 0.28875 4 1 2.93794 5 0.95025 0.75125 0.2248
si6_b09m_m200.04 4 1 1 3.00252 5 0.935 0.73125 0.301528 3 1 2.99417 5 0.9505 0.7585 0.26975
si4_b09m_m400.07 4 1 1 3.30684 5 0.955391 0.821719 0.461875 18 1 3.36089 6 0.975038 0.867838 0.472112
si4_b09m_m400.06 4 1 1 3.26761 5 0.956719 0.811484 0.426641 17 1 3.37223 6 0.975075 0.868463 0.475712
si4_b09m_m400.00 4 1 1 3.31926 5 0.956641 0.826094 0.468906 18 1 3.34897 5 0.97505 0.867012 0.463575
si4_b09m_m400.08 4 1 1 3.3794 6 0.957109 0.834297 0.492266 17 1 3.3455 6 0.97505 0.86715 0.461962
si4_b09m_m400.04 4 1 1 3.46352 5 0.958984 0.847969 0.535156 18 1 3.3411 6 0.975012 0.866162 0.460375
si4_b09m_m400.09 4 1 1 3.26792 5 0.957109 0.821094 0.438437 17 1 3.3609 5 0.9751 0.86705 0.470687
si4_b09m_m400.02 4 1 1 3.26808 5 0.956719 0.812969 0.434453 17 1 3.37917 6 0.97505 0.868888 0.481563
si4_b09m_m400.03 4 1 1 3.39575 5 0.957578 0.830156 0.49125 18 1 3.33995 5 0.97505 0.866275 0.459875
si4_b09m_m400.01 4 1 1 3.47044 6 0.9575 0.835859 0.534453 18 1 3.33841 5 0.975025 0.866563 0.458238
si4_b09m_m400.05 4 1 1 3.31651 5 0.958438 0.828359 0.463906 18 1 3.33593 6 0.97505 0.866625 0.458225
si6_m4Dr4_m1296.03 6 59 1 5.04416 9 0.9922 0.968342 0.895176 235 1 4.97449 9 0.994325 0.975066 0.908335
si6_m4Dr4_m1296.06 6 56 1 5.10934 10 0.992306 0.969249 0.900106 235 1 4.96779 9 0.994325 0.975156 0.90927
si6_m4Dr4_m1296.04 6 55 1 5.1213 10 0.992518 0.970091 0.903154 234 1 4.94337 9 0.994325 0.97501 0.907568
si6_m4Dr4_m1296.01 6 58 1 5.00942 9 0.992058 0.967474 0.891907 233 1 4.95044 9 0.994325 0.974999 0.907501
si6_m4Dr4_m1296.09 6 57 1 5.04027 9 0.991988 0.967232 0.892652 234 1 4.97683 9 0.994326 0.975161 0.90937
si6_m4Dr4_m1296.02 6 56 1 5.21676 10 0.992362 0.970177 0.906446 234 1 4.98122 9 0.99433 0.975216 0.909827
si6_m4Dr4_m1296.08 6 58 1 5.0194 9 0.991962 0.967225 0.892606 235 1 4.96346 9 0.994325 0.975069 0.90835
si6_m4Dr4_m1296.05 6 55 1 5.16403 10 0.992459 0.970286 0.904505 234 1 4.97163 9 0.994326 0.97513 0.90894
si6_m4Dr4_m1296.07 6 56 1 5.11103 9 0.992472 0.970141 0.903087 233 1 4.97361 9 0.994326 0.97515 0.909254
si6_m4Dr4_m1296.00 6 56 1 5.09146 9 0.992154 0.968093 0.89625 235 1 4.96047 9 0.994327 0.975074 0.90847
si6_b06_m200.09 3 0 1 13.7815 40 0.9425 0.894583 0.847917 2 1 17.0854 34 0.965 0.935 0.905
si6_b06_m200.03 3 0 1 13.7815 40 0.9425 0.894583 0.847917 2 1 17.0854 34 0.965 0.935 0.905
